out_thermometer__etienne.temperature,heater__heater.powerLevel,thermometer__etienne.temperature,window__window.opened,window__blinds_open
17,0.0,25.60949365853173,False,0
7,0.0,21.490598006336047,False,0
7,1.0,19.319804132577854,False,0
30,0.0,21.841433267880138,False,0
23,0.0,23.000003489111567,True,0
7,1.0,7.400021708282167,True,1
0,1.0,0.4000113661711627,True,1
28,0.0,27.999962469582677,True,0
28,0.0,27.999999999974246,True,0
28,0.0,27.999999999999993,True,0
0,1.0,0.40003781842172476,True,1
23,0.0,22.999974273342424,True,0
23,0.0,22.999999999976822,True,0
17,1.0,17.400009078165425,True,1
30,0.0,29.999982284488713,True,0
17,0.0,27.154207960922477,False,0
17,0.0,24.862579150563654,False,0
17,0.0,23.06767777585051,False,0
30,0.0,24.521758071061207,False,0
23,0.0,24.241429712179972,False,0
7,0.0,20.50333133572367,False,0
0,1.0,19.119809362684578,False,1
17,1.0,17.3999949493489,True,1
23,0.0,22.999993221027047,True,0
7,1.0,7.400022161432838,True,1
28,0.0,27.999971712866667,True,0
30,0.0,29.999996570694965,True,0
23,0.0,28.46798190350109,False,0
23,0.0,27.224554910265073,False,0
28,0.0,27.355770218669573,False,0
17,0.0,25.100494553293824,False,0
0,0.7382604277444784,19.63086978612776,False,0
30,0.0,21.526813820379235,False,0
0,1.0,19.168678436837588,False,0
0,1.0,19.184930321283545,False,1
28,0.0,22.036115531671808,False,0
28,0.0,23.397042165484535,False,0
28,0.0,24.439283174603535,False,0
17,0.0,22.84749660145835,False,0
0,0.0,18.440476155507618,False,1
23,1.0,22.54561413511836,False,0
17,0.0,21.382441983048164,False,0
0,1.0,18.99066135681396,False,1
7,0.2989922089015806,19.85050389554921,False,1
28,0.0,22.20221609300999,False,0
0,1.0,0.40003239410715224,True,1
23,0.0,22.999974400834255,True,0
30,0.0,29.99999066805902,True,0
7,1.0,7.400031814381254,True,1
28,0.0,27.999971034443657,True,0
23,0.0,23.000005336846385,True,0
0,1.0,0.4000340700908676,True,1
23,0.0,22.99996833094049,True,0
0,1.0,19.010209681841474,False,1
17,0.0,20.917276379695902,False,0
17,0.0,20.026847026825894,False,0
23,0.0,22.99999610721428,True,0
0,1.0,0.40003903458102136,True,1
30,0.0,29.99995322319307,True,0
17,0.0,27.166419582167105,False,0
30,0.0,27.68886499512901,False,0
0,0.0,21.619036388736745,False,0
17,0.0,20.40495312359327,False,0
30,1.0,24.721944768817238,False,0
30,0.0,26.012190678707306,False,0
7,1.0,24.15471032950877,False,0
28,0.0,24.85778714215315,False,0
23,0.0,24.4690759769647,False,0
7,1.0,22.863227392399764,False,0
30,0.0,24.36095038029911,False,0
28,0.0,25.19472120629457,False,0
28,0.0,25.829643230000876,False,0
17,0.0,23.935508678627226,False,0
23,0.0,23.678925705121763,False,0
23,0.0,23.000000607031136,True,0
0,1.0,0.40003167114745036,True,1
7,1.0,7.399991412371957,True,1
17,1.0,17.399985259367906,True,1
30,0.0,29.999978375930727,True,0
28,0.0,28.000003218898932,True,0
7,0.0,23.43932094598172,False,0
7,0.5311226848982784,19.73443865755086,False,0
28,0.0,21.412061920302506,False,0
0,1.0,0.40003504689904384,True,1
0,1.0,0.4000000000272575,True,1
17,0.0,17.199980768138857,True,1
30,0.0,29.99998160357055,True,0
23,0.0,23.00000862564823,True,0
30,0.0,29.999990757844184,True,0
17,1.0,17.400018035613673,True,1
28,0.0,27.999984329455472,True,0
28,1.0,28.19999983379363,True,0
0,0.0,22.04371942984511,False,0
28,1.0,25.287887315453762,False,0
7,0.0,21.350161990546805,False,0
30,0.0,23.10161439663886,False,0
0,1.0,18.988739816082656,False,1
17,0.0,20.948320248419176,False,0
28,0.0,22.4444163350308,False,0
0,1.0,19.018012229719293,False,1
23,1.0,22.78799521639027,False,0
28,1.0,26.210250180409236,False,0
17,0.0,24.261720761424407,False,0
23,0.0,22.999997510933117,True,0
17,1.0,17.400008490296237,True,1
0,1.0,0.4000255559792107,True,1
17,1.0,17.399975863032534,True,1
23,0.0,22.99999221114447,True,0
30,0.0,24.53266772886013,False,0
23,0.0,23.000004636028457,True,0
7,1.0,7.400020438534102,True,1
17,1.0,17.39998570040291,True,1
0,1.0,0.4000244108154008,True,1
0,1.0,0.400000000017487,True,1
7,1.0,7.399989291791419,True,1
28,0.0,27.99996546669319,True,0
0,1.0,0.40003935182839717,True,1
23,0.0,22.999972045448693,True,0
17,1.0,17.400008524845894,True,1
7,1.0,7.400013950339973,True,1
23,0.0,22.99998156083205,True,0
23,0.0,22.999999999985153,True,0
28,0.0,27.999993165637473,True,0
28,0.0,27.99999999999426,True,0
7,1.0,7.400027619023978,True,1
30,1.0,16.839370924436746,False,1
28,0.0,21.632738029058938,False,0
28,0.0,23.07505744871246,False,0
23,0.0,23.09562346992191,False,0
17,0.0,21.762938160000864,False,0
28,0.0,23.095714076540542,False,0
30,0.0,24.645644112411222,False,0
17,0.0,23.012486007448338,False,0
7,0.7563973404166973,19.62180132979165,False,0
7,1.0,19.02825237071955,False,-1
23,0.0,20.396377061849915,False,-1
17,1.0,17.400005939664446,True,1
23,0.0,22.99999233400511,True,0
17,1.0,17.400007424346846,True,1
30,1.0,30.199981808293693,True,0
30,1.0,30.19999999998668,True,0
0,1.0,0.4000417068656205,True,1
17,1.0,17.39997583801754,True,1
7,1.0,7.400016214427372,True,1
23,0.0,22.9999809547168,True,0
0,1.0,0.40002981848997005,True,1
7,1.0,7.399990029414073,True,1
28,1.0,16.32285613746408,False,1
0,0.0,15.162379054663605,False,1
28,0.0,21.21925778594499,False,0
23,0.0,21.652298270244962,False,0
30,0.0,23.493085504803854,False,0
17,0.0,22.139215316932155,False,0
23,0.0,22.287324266087218,False,0
7,1.0,21.22308925125235,False,0
30,0.0,23.07896338676091,False,0
17,0.0,21.796785567258375,False,0
23,0.0,22.024223839919596,False,0
7,1.0,19.44542024645467,False,0
0,1.0,19.153882911339466,False,1
17,1.0,21.79193715647017,False,0
0,1.0,19.268662160699318,False,0
23,0.0,19.95507513103451,False,-1
7,0.0,18.66086408802952,False,1
0,1.0,18.98238893345649,False,1
23,0.0,21.244926210268392,False,0
0,1.0,19.078942786356233,False,1
0,1.0,19.286680200517733,False,-1
28,0.0,22.060345029268277,False,0
28,0.0,23.399713791268496,False,0
28,0.0,24.445826043476604,False,0
7,1.0,22.934157428919885,False,0
7,0.8171807750523712,19.591409612473814,False,0
0,1.0,19.16788230578067,False,1
30,0.0,22.405474752614367,False,0
0,1.0,19.0309262097529,False,1
28,0.0,21.996018083172725,False,0
28,0.0,23.362727555996717,False,0
23,0.0,23.319109881190403,False,0
7,0.43460495317464876,19.782697523412676,False,0
30,0.0,21.897776093359216,False,0
17,0.0,20.91513565685896,False,0
17,0.0,20.010314209380766,False,-1
7,1.0,19.10912994519573,False,-1
0,1.0,19.20847586882755,False,1
0,1.0,19.387741168685885,False,-1
7,0.0,18.800125303750495,False,1
28,0.0,21.96822057478581,False,0
28,0.0,23.334022626878532,False,0
30,0.0,24.841085775059906,False,0
0,1.0,21.7009535672587,False,0
17,1.0,22.7295626926094,False,0
17,0.0,21.501502373218468,False,0
30,0.0,23.32298923947819,False,0
17,0.0,22.001443387385393,False,0
23,1.0,24.412388952255892,False,0
30,0.0,25.692159370585546,False,0
7,0.0,21.630972017450294,False,0
0,1.0,19.080420119675228,False,1
0,1.0,19.289576696436058,False,0
28,0.0,22.061092188134513,False,0
17,0.0,20.99689217042563,False,0
30,0.0,22.90451576256757,False,0
30,1.0,26.775853037490855,False,0
23,0.0,26.005798002058125,False,0
23,0.0,25.320317901236024,False,0
0,0.3998745466079541,19.800062726696023,False,0
28,1.0,23.711382930491826,False,0
30,0.0,25.1568698028551,False,0
0,1.0,0.40004608600734015,True,1
28,1.0,28.19995554173336,True,0
7,1.0,7.400028907882696,True,1
17,1.0,17.39998293198706,True,1
17,1.0,17.399999999988005,True,1
7,1.0,7.40001444335829,True,1
23,0.0,22.999978612137035,True,0
17,1.0,17.40000761377664,True,1
23,0.0,22.999991930305256,True,0
28,0.0,24.0900921064885,False,0
30,0.0,25.40747778830905,False,0
0,0.16739755886510466,19.916301220567448,False,0
7,1.0,19.058901607067735,False,0
0,1.0,19.189288493709665,False,1
28,0.0,22.040807624040518,False,0
23,0.0,22.306901273941055,False,0
0,1.0,19.027295003572814,False,1
30,1.0,24.161634191314505,False,0
23,0.0,23.99355669334182,False,0
23,0.0,23.766789392523613,False,0
0,1.0,19.130865479190064,False,0
30,0.0,21.72441568919528,False,0
30,1.0,25.857504164224135,False,0
28,0.0,26.38811572356348,False,0
30,0.0,27.187689233505814,False,0
23,0.0,26.301520909773917,False,0
7,0.0,22.059326303226637,False,0
17,1.0,17.399997459782174,True,1
0,1.0,0.4000241378363975,True,1
7,1.0,7.399987825509163,True,1
7,1.0,7.399999999991559,True,1
30,0.0,29.99996194307636,True,0
23,0.0,23.000010302818485,True,0
23,0.0,23.000000000008562,True,0
28,0.0,24.085136205928887,False,0
28,0.0,24.968117619458774,False,0
30,0.0,26.10105008552174,False,0
28,1.0,28.805406701991412,False,0
17,0.0,26.23840409980569,False,0
23,0.0,22.999999075395333,True,0
17,1.0,17.400007535346823,True,1
28,0.0,27.999983598240604,True,0
30,0.0,29.99999717813581,True,0
23,0.0,23.000009183349913,True,0
23,0.0,23.00000000000777,True,0
28,0.0,27.99999287991631,True,0
28,0.0,27.999999999994568,True,0
23,0.0,23.00000705109527,True,0
23,0.0,23.000000000005898,True,0
23,1.0,23.199999831520625,True,0
0,1.0,0.4000317901997285,True,1
23,1.0,9.798437364430201,False,1
7,1.0,7.400012310879648,True,1
23,0.0,22.999982172399413,True,0
7,1.0,7.400022106119078,True,1
7,1.0,7.400000000018477,True,1
28,0.0,27.999971877385416,True,0
23,1.0,23.200008454638642,True,0
30,0.0,29.9999895112354,True,0
7,1.0,7.400031669874932,True,1
17,1.0,17.399985707562337,True,1
17,0.0,17.200000201147528,True,1
0,1.0,0.4000258868483389,True,1
30,0.0,29.99994993933957,True,0
23,0.0,23.000009999675108,True,0
23,0.0,23.000000000005624,True,0
7,0.6686970262248195,19.66565148688759,False,0
28,0.0,21.523062725413826,False,0
30,0.0,23.44069877518307,False,0
17,0.0,22.080081487931096,False,0
30,1.0,25.99755818681756,False,0
30,0.0,29.999996412464533,True,0
7,1.0,7.4000350897798715,True,1
7,1.0,7.400000000030584,True,1
0,1.0,0.40001177963935153,True,1
7,1.0,7.39998939833312,True,1
7,1.0,7.399999999991921,True,1
30,1.0,16.753144085872748,False,1
17,1.0,21.201184523934312,False,0
0,1.0,19.012270813307047,False,1
30,0.0,22.354294135212637,False,0
0,1.0,19.03439001341501,False,1
7,0.29833024221362336,19.85083487889319,False,-1
23,0.0,21.30182175499938,False,0
30,0.0,29.99998852843703,True,0
30,0.0,29.999999999990532,True,0
7,1.0,7.400036341381507,True,1
17,1.0,17.39998573131654,True,1
28,0.0,27.999984014376412,True,0
23,0.0,26.905224184523316,False,0
17,0.0,24.709560461717473,False,0
28,0.0,25.36338290053657,False,0
7,0.0,21.381515849025597,False,0
7,1.0,20.34515270989909,False,0
23,0.0,20.856591120206442,False,-1
17,0.0,20.026848751947306,False,-1
23,0.0,20.648150833975244,False,0
0,1.0,19.098179606739542,False,1
28,0.0,27.99997721653746,True,0
7,0.0,7.200029368192647,True,1
17,1.0,17.399987335946644,True,1
23,0.0,22.999992131035107,True,0
0,0.0,0.2000342015677264,True,1
17,1.0,17.39997047665156,True,1
0,1.0,0.4000292485791206,True,1
30,0.0,29.999949634104894,True,0
0,0.0,23.43278074713543,False,0
30,0.0,29.999981448936403,True,0
28,0.0,29.569322958136475,False,0
17,0.0,26.80094272711204,False,0
0,0.0,20.85717979222409,False,0
28,0.0,22.271206211461337,False,0
0,1.0,19.708474409029886,False,0
28,0.0,21.525103585744844,False,0
0,1.0,19.060391046954834,False,1
23,0.0,21.243583635996757,False,0
0,1.0,0.40002905284350054,True,1
23,0.0,22.99997417684767,True,0
0,1.0,0.4000387238064354,True,1
7,1.0,7.399989157077357,True,1
23,1.0,23.199979199646688,True,0
7,0.4531473422684371,19.77342632886578,False,0
17,0.0,19.049114731832745,False,-1
0,0.0,17.029128780614446,False,1
30,0.0,21.840595418496893,False,0
28,0.0,23.25946063807749,False,0
17,0.0,21.918653381171886,False,0
17,1.0,23.041083199145906,False,0
23,1.0,25.25421601078218,False,0
30,0.0,26.32261128922478,False,0
30,0.0,27.152534373713337,False,0
28,0.0,28.000000289779095,True,0
7,1.0,7.400028020440792,True,1
0,1.0,0.40000934045247755,True,1
0,1.0,4.82704670909083,False,1
7,1.0,9.981064290234775,False,1
0,1.0,12.29393451812884,False,1
28,0.0,20.034953055771464,False,1
7,0.27612665487168897,19.861936672564156,False,-1
23,0.0,21.302071350223937,False,0
28,0.0,22.78546937544103,False,0
0,0.0,18.452517771874767,False,1
7,0.3553683773555818,19.82231581132221,False,1
30,1.0,24.592822133703248,False,0
30,0.0,25.8506209111799,False,0
30,1.0,29.024842890387486,False,0
23,0.0,27.740103525499023,False,0
23,0.0,26.657572983390164,False,0
17,0.0,24.51460153900625,False,0
23,0.0,24.126379502576643,False,0
23,0.0,23.000001111542485,True,0
7,1.0,7.40002464588306,True,1
23,0.0,22.999978213733673,True,0
23,1.0,23.199999809796942,True,0
7,1.0,7.400023264474505,True,1
28,0.0,27.999967668295803,True,0
23,0.0,23.00000808490492,True,0
30,0.0,29.999990300871342,True,0
17,1.0,17.400016134275475,True,1
28,0.0,21.675645913728033,False,0
17,0.0,20.720637348330598,False,0
7,0.0,18.781067204951576,False,1
30,1.0,24.046154145781603,False,0
7,0.0,20.421891342079963,False,0
30,0.0,22.407888140161116,False,0
7,0.9685749414620375,19.51571252926898,False,0
0,1.0,19.15523425086461,False,1
17,1.0,17.3999877150739,True,1
23,0.0,22.99999283455073,True,0
7,0.6985681674281494,19.650715916285925,False,0
0,1.0,19.168052137013305,False,1
28,0.0,22.024899083640644,False,0
28,0.0,23.383368343957706,False,0
0,1.0,19.010862127789746,False,0
17,1.0,21.737144123448893,False,0
17,0.0,20.7047158573109,False,0
0,1.0,19.08548349255138,False,1
28,0.0,22.014402630545295,False,0
17,0.0,20.977635530933682,False,0
7,1.0,7.400018658341867,True,1
23,0.0,22.999976444347066,True,0
7,0.0,7.200019688029213,True,1
17,1.0,17.399984464034265,True,1
23,0.0,22.999993354799635,True,0
17,1.0,17.40000621325164,True,1
17,1.0,17.400000000005175,True,1
0,1.0,0.4000249246067428,True,1
23,0.0,22.999970328749487,True,0
23,0.0,22.99999999998012,True,0
30,0.0,29.999990992522665,True,0
7,1.0,7.400030704084779,True,1
28,0.0,27.99996963656977,True,0
23,0.0,23.000008689524833,True,0
0,0.0,0.20003664263448517,True,1
30,0.0,29.99995786360861,True,0
7,1.0,7.400032014732936,True,1
7,1.0,7.400000000026235,True,1
30,0.0,29.999968707272455,True,0
23,0.0,23.00000997308277,True,0
17,1.0,17.4000068906539,True,1
28,0.0,27.99998524716312,True,0
23,0.0,23.000008696067173,True,0
23,0.0,23.000000000005947,True,0
17,0.0,17.200007531810247,True,1
23,0.0,22.99999262372525,True,0
30,1.0,30.199989799927103,True,0
0,1.0,0.4000477049704753,True,1
7,1.0,7.399989968628202,True,1
0,1.0,0.4000100414483504,True,1
7,0.0,7.199990158925593,True,1
30,0.0,29.99996738981062,True,0
30,0.0,29.999999999974836,True,0
30,0.0,29.999999999999993,True,0
28,0.0,28.00000340959866,True,0
7,1.0,7.400029530826923,True,1
17,0.0,17.19998340552121,True,1
